campus,building,floor,location,location_number,space_type,last_people_traffic,last_inspection_score,prev_people_traffic,prev_inspection_score,time_between_cleaning,people_traffic_diff
Compass HQ,2300 (CC1),5th Floor,5 S2 STAIR 2,LOC0074041,Stairway,21,79,2,97,24,19
Compass HQ,2300 (CC1),5th Floor,5 S3 STAIR 3,LOC0074016,Stairway,7,99,24,85,24,-17
Compass HQ,2300 (CC1),5th Floor,500 ELEVATOR LOBBY,LOC0074049,Lobby,30,92,19,85,24,11
Compass HQ,2300 (CC1),5th Floor,5001-5028 OPEN OFFICE,LOC0074035,Office Area,30,97,5,92,24,25
Compass HQ,2300 (CC1),5th Floor,501 WORK AREA,LOC0073996,Small Conf/Phone/Collab/Enclave,3,68,4,88,8,-1
Compass HQ,2300 (CC1),5th Floor,502 COFFEE BAR,LOC0074040,Cafeteria/Breakroom,13,79,26,75,24,-13
Compass HQ,2300 (CC1),5th Floor,5029-5123 OPEN OFFICE,LOC0074001,Office Area,11,79,13,91,24,-2
Compass HQ,2300 (CC1),5th Floor,503 TOUCH-DOWN AREA,LOC0074031,Small Conf/Phone/Collab/Enclave,1,84,1,65,8,0
Compass HQ,2300 (CC1),5th Floor,5033-5126 OPEN OFFICE,LOC0074033,Office Area,5,100,14,80,24,-9
Compass HQ,2300 (CC1),5th Floor,5037-5064 OPEN OFFICE,LOC0073999,Office Area,25,96,15,80,24,10
Compass HQ,2300 (CC1),5th Floor,504 PRINT/COPY AREA,LOC0073998,Printer/Copier Area,15,96,18,89,24,-3
Compass HQ,2300 (CC1),5th Floor,505 PHONE,LOC0074004,Small Conf/Phone/Collab/Enclave,4,73,1,99,8,3
Compass HQ,2300 (CC1),5th Floor,506 OFFICE,LOC0074025,Office,4,88,1,85,24,3
Compass HQ,2300 (CC1),5th Floor,5065-5070 OPEN OFFICE,LOC0073991,Office Area,23,96,25,80,24,-2
Compass HQ,2300 (CC1),5th Floor,507 OFFICE,LOC0074039,Office,3,98,5,95,24,-2
Compass HQ,2300 (CC1),5th Floor,5071-5081 OPEN OFFICE,LOC0074027,Office,4,91,5,92,24,-1
Compass HQ,2300 (CC1),5th Floor,508 OFFICE,LOC0074005,Office,2,89,5,97,24,-3
Compass HQ,2300 (CC1),5th Floor,5082-5093 OPEN  OFFICE,LOC0074029,Office Area,7,100,18,95,24,-11
Compass HQ,2300 (CC1),5th Floor,509 OFFICE,LOC0074038,Office,3,92,5,87,24,-2
Compass HQ,2300 (CC1),5th Floor,5094-5105 OPEN OFFICE,LOC0074024,Office Area,1,98,18,100,24,-17
Compass HQ,2300 (CC1),5th Floor,5-1  -  5-6 OPEN OFFICE,LOC0073995,Office Area,3,80,11,80,24,-8
Compass HQ,2300 (CC1),5th Floor,510 OFFICE,LOC0074034,Office,5,97,2,94,24,3
Compass HQ,2300 (CC1),5th Floor,5106-5116 OPEN OFFICE,LOC0073988,Office Area,6,91,24,99,24,-18
Compass HQ,2300 (CC1),5th Floor,511 OFFICE,LOC0074002,Office,3,85,2,89,24,1
Compass HQ,2300 (CC1),5th Floor,5117-5122 OPEN OFFICE,LOC0074021,Office Area,6,77,14,77,24,-8
Compass HQ,2300 (CC1),5th Floor,512 OFFICE,LOC0074036,Office,4,100,2,94,24,2
Compass HQ,2300 (CC1),5th Floor,5-13  -  5-16 OPEN OFFICE,LOC0074022,Office Area,10,82,24,92,24,-14
Compass HQ,2300 (CC1),5th Floor,513 OFFICE,LOC0074043,Office,4,97,1,91,24,3
Compass HQ,2300 (CC1),5th Floor,514 OFFICE,LOC0073990,Office,5,94,2,98,24,3
Compass HQ,2300 (CC1),5th Floor,515 OFFICE,LOC0074008,Office,1,91,1,97,24,0
Compass HQ,2300 (CC1),5th Floor,516 OFFICE,LOC0074009,Office,3,95,5,94,24,-2
Compass HQ,2300 (CC1),5th Floor,517 OFFICE,LOC0074042,Office,5,88,5,95,24,0
Compass HQ,2300 (CC1),5th Floor,518 OFFICE,LOC0074017,Office,1,91,2,95,24,-1
Compass HQ,2300 (CC1),5th Floor,5-19  -  5-24 OPEN OFFICE,LOC0073989,Office Area,13,100,1,91,24,12
Compass HQ,2300 (CC1),5th Floor,519 OFFICE,LOC0074054,Office,5,95,5,93,24,0
Compass HQ,2300 (CC1),5th Floor,520 PHONE ROOM,LOC0074013,Small Conf/Phone/Collab/Enclave,3,66,2,94,8,1
Compass HQ,2300 (CC1),5th Floor,521 HUDDLE,LOC0074047,Small Conf/Phone/Collab/Enclave,2,74,2,99,8,0
Compass HQ,2300 (CC1),5th Floor,522 IT CLOSET,LOC0074018,Electrical/Voice/Data Room,12,76,19,94,24,-7
Compass HQ,2300 (CC1),5th Floor,523 BREAK AREA,LOC0074020,Cafeteria/Breakroom,20,89,11,88,24,9
Compass HQ,2300 (CC1),5th Floor,527 CORRIDOR,LOC0074000,Hallway,18,99,18,74,24,0
Compass HQ,2300 (CC1),5th Floor,529 HUDDLE ROOM,LOC0074006,Small Conf/Phone/Collab/Enclave,2,92,3,79,8,-1
Compass HQ,2300 (CC1),5th Floor,532 CONCIERGE,LOC0074023,Reception/Security Desk,25,96,26,91,24,-1
Compass HQ,2300 (CC1),5th Floor,533 CORRIDOR,LOC0074012,Hallway,24,77,24,79,24,0
Compass HQ,2300 (CC1),5th Floor,537 HUDDLE ROOM,LOC0074007,Small Conf/Phone/Collab/Enclave,4,77,3,88,8,1
Compass HQ,2300 (CC1),5th Floor,538 CORRIDOR,LOC0074032,Hallway,24,97,10,78,24,14
Compass HQ,2300 (CC1),5th Floor,542 OFFICE,LOC0074048,Office,2,92,1,94,24,1
Compass HQ,2300 (CC1),5th Floor,543 OFFICE,LOC0074050,Office,1,85,5,88,24,-4
Compass HQ,2300 (CC1),5th Floor,544 OFFICE,LOC0074014,Office,4,98,5,95,24,-1
Compass HQ,2300 (CC1),5th Floor,545 CORRIDOR,LOC0073997,Hallway,14,94,7,87,24,7
Compass HQ,2300 (CC1),5th Floor,545A HUDDLE ROOM,LOC0074045,Small Conf/Phone/Collab/Enclave,2,86,1,84,8,1
Compass HQ,2300 (CC1),5th Floor,545A VESTIBULE,LOC0073992,General,26,82,9,100,24,17
Compass HQ,2300 (CC1),5th Floor,545B CONFERENCE ROOM,LOC0074011,Conference Room,10,95,1,98,4,9
Compass HQ,2300 (CC1),5th Floor,546 OFFICE,LOC0074044,Office,4,97,3,100,24,1
Compass HQ,2300 (CC1),5th Floor,547 OFFICE,LOC0074010,Office,2,90,2,100,24,0
Compass HQ,2300 (CC1),5th Floor,548 OFFICE,LOC0074046,Office,5,95,4,100,24,1
Compass HQ,2300 (CC1),5th Floor,549 JANITOR CLOSET,LOC0074028,Janitor Room,25,77,25,87,24,0
Compass HQ,2300 (CC1),5th Floor,5-9  -  5-12 OPEN OFFICE,LOC0073993,Office Area,4,83,4,98,24,0
Compass HQ,2300 (CC1),5th Floor,E501 FREIGHT LOBBY,LOC0074026,Lobby,24,96,21,73,24,3
Compass HQ,2300 (CC1),5th Floor,E502 ELECTRICAL ROOM,LOC0074019,Electrical/Voice/Data Room,5,75,23,91,24,-18
Compass HQ,2300 (CC1),5th Floor,E503 WOMEN'S RESTROOM,LOC0074030,Restroom,96,84,43,88,24,53
Compass HQ,2300 (CC1),5th Floor,E504 MEN'S RESTROOM,LOC0073994,Restroom,15,96,66,98,24,-51
Compass HQ,2300 (CC1),5th Floor,ELEVATOR 1,LOC0074003,Elevator,6,92,5,92,4,1
Compass HQ,2300 (CC1),5th Floor,ELEVATOR 2,LOC0074037,Elevator,3,88,2,98,4,1
Compass HQ,2300 (CC1),5th Floor,ELEVATOR 3,LOC0074015,Elevator,3,89,2,94,4,1
Compass HQ,2300 (CC1),5th Floor,ELEVATOR 4,LOC0074051,Elevator,3,91,2,92,4,1
Compass HQ,2300 (CC1),5th Floor,VOID 2,LOC0074053,Empty Space/Non-usable,11,77,24,72,24,-13
Compass HQ,2300 (CC1),6th Floor,6 FLR COFFEE BAR,LOC0074087,Cafeteria/Breakroom,19,87,28,88,24,-9
Compass HQ,2300 (CC1),6th Floor,6 FREIGHT ELEVATOR LOBBY,LOC0074062,Lobby,16,99,24,86,24,-8
Compass HQ,2300 (CC1),6th Floor,6 S1 STAIR 1,LOC0074090,Stairway,12,74,28,97,24,-16
Compass HQ,2300 (CC1),6th Floor,6 S2 STAIR 2,LOC0074101,Stairway,6,100,4,84,24,2
Compass HQ,2300 (CC1),6th Floor,602 ELECTRICAL ROOM,LOC0074088,Electrical/Voice/Data Room,15,73,4,87,24,11
Compass HQ,2300 (CC1),6th Floor,605 MEN'S RESTROOM,LOC0074096,Restroom,94,95,22,100,24,72
Compass HQ,2300 (CC1),6th Floor,605 WOMEN'S RESTROOM,LOC0074080,Restroom,95,80,100,77,24,-5
Compass HQ,2300 (CC1),6th Floor,607 LAB/STORAGE AREA (LOCKED),LOC0074086,Storage,4,80,13,97,24,-9
Compass HQ,2300 (CC1),6th Floor,608 JANITOR'S CLOSET,LOC0074060,Janitor Room,26,82,6,76,24,20
Compass HQ,2300 (CC1),6th Floor,609 IT CLOSET,LOC0074102,Electrical/Voice/Data Room,20,87,21,80,24,-1
Compass HQ,2300 (CC1),6th Floor,611 COMMUNITY ROOM,LOC0074089,Cafeteria/Breakroom,14,95,13,77,24,1
Compass HQ,2300 (CC1),6th Floor,611A COMMUNITY ROOM,LOC0074057,Lounge/Open Gathering Area,4,85,30,94,24,-26
Compass HQ,2300 (CC1),6th Floor,612 CONFERENCE ROOM,LOC0074061,Small Conf/Phone/Collab/Enclave,2,76,2,77,8,0
Compass HQ,2300 (CC1),6th Floor,613 CONFERENCE ROOM,LOC0074063,Small Conf/Phone/Collab/Enclave,3,70,4,83,8,-1
Compass HQ,2300 (CC1),6th Floor,614 PHONE ROOM,LOC0074071,Small Conf/Phone/Collab/Enclave,4,90,3,77,8,1
Compass HQ,2300 (CC1),6th Floor,615 OFFICE,LOC0074100,Office,4,87,3,96,24,1
Compass HQ,2300 (CC1),6th Floor,616 OFFICE,LOC0074064,Office,5,97,4,100,24,1
Compass HQ,2300 (CC1),6th Floor,617 CONFERENCE ROOM,LOC0074091,Small Conf/Phone/Collab/Enclave,3,82,3,85,8,0
Compass HQ,2300 (CC1),6th Floor,618 OFFICE,LOC0074094,Office,4,92,2,89,24,2
Compass HQ,2300 (CC1),6th Floor,6180-6199 OPEN OFFICE,LOC0074079,Office Area,13,86,4,79,24,9
Compass HQ,2300 (CC1),6th Floor,619 OFFICE,LOC0074074,Office,1,97,5,100,24,-4
Compass HQ,2300 (CC1),6th Floor,620 PHONE ROOM,LOC0074097,Small Conf/Phone/Collab/Enclave,1,93,1,96,8,0
Compass HQ,2300 (CC1),6th Floor,6200-6230 OPEN OFFICE,LOC0074081,Office Area,9,93,18,91,24,-9
Compass HQ,2300 (CC1),6th Floor,621 HUDDLE ROOM,LOC0074095,Small Conf/Phone/Collab/Enclave,1,69,1,65,8,0
Compass HQ,2300 (CC1),6th Floor,622 OFFICE,LOC0074065,Office,1,89,5,98,24,-4
Compass HQ,2300 (CC1),6th Floor,623 OFFICE,LOC0074093,Office,4,91,2,90,24,2
Compass HQ,2300 (CC1),6th Floor,6232-6261 OPEN OFFICE,LOC0074110,Office Area,1,96,18,93,24,-17
Compass HQ,2300 (CC1),6th Floor,624 PHONE ROOM,LOC0074066,Small Conf/Phone/Collab/Enclave,3,72,3,71,8,0
Compass HQ,2300 (CC1),6th Floor,625 HUDDLE ROOM,LOC0074104,Small Conf/Phone/Collab/Enclave,3,81,1,97,8,2
Compass HQ,2300 (CC1),6th Floor,626 OFFICE,LOC0074078,Office,5,87,5,99,24,0
Compass HQ,2300 (CC1),6th Floor,628 CONFERENCE ROOM,LOC0074107,Conference Room,10,85,10,90,4,0
Compass HQ,2300 (CC1),6th Floor,629 CONFERENCE ROOM,LOC0074070,Conference Room,8,91,7,98,4,1
Compass HQ,2300 (CC1),6th Floor,630 PHONE ROOM,LOC0074105,Small Conf/Phone/Collab/Enclave,3,73,3,74,8,0
Compass HQ,2300 (CC1),6th Floor,6300-6323 OPEN OFFICE,LOC0074108,Office Area,29,84,4,77,24,25
Compass HQ,2300 (CC1),6th Floor,631 OFFICE,LOC0074073,Office,3,91,3,96,24,0
Compass HQ,2300 (CC1),6th Floor,632 OFFICE,LOC0074099,Office,5,99,2,95,24,3
Compass HQ,2300 (CC1),6th Floor,633 OFFICE,LOC0074072,Office,2,98,2,89,24,0
Compass HQ,2300 (CC1),6th Floor,634 HUDDLE ROOM,LOC0074092,Small Conf/Phone/Collab/Enclave,2,68,2,88,8,0
Compass HQ,2300 (CC1),6th Floor,635 HUDDLE ROOM,LOC0074076,Small Conf/Phone/Collab/Enclave,2,80,3,77,8,-1
Compass HQ,2300 (CC1),6th Floor,636 PHONE ROOM,LOC0074103,Small Conf/Phone/Collab/Enclave,1,69,4,94,8,-3
Compass HQ,2300 (CC1),6th Floor,637 OFFICE,LOC0074098,Office,3,87,2,86,24,1
Compass HQ,2300 (CC1),6th Floor,638 OFFICE,LOC0074069,Office,1,86,5,98,24,-4
Compass HQ,2300 (CC1),6th Floor,639 CONFERENCE ROOM,LOC0074059,Small Conf/Phone/Collab/Enclave,1,76,1,76,8,0
Compass HQ,2300 (CC1),6th Floor,640 OFFICE,LOC0074106,Office,2,92,5,96,24,-3
Compass HQ,2300 (CC1),6th Floor,6400-6410 OPEN OFFICE,LOC0074068,Office Area,12,83,18,80,24,-6
Compass HQ,2300 (CC1),6th Floor,641 OFFICE,LOC0074077,Office,1,85,4,93,24,-3
Compass HQ,2300 (CC1),6th Floor,6412-6442 OPEN OFFICE,LOC0074085,Office Area,15,82,6,98,24,9
Compass HQ,2300 (CC1),6th Floor,642 PHONE ROOM,LOC0074075,Small Conf/Phone/Collab/Enclave,4,95,2,91,8,2
Compass HQ,2300 (CC1),6th Floor,6444-6463 OPEN OFFICE,LOC0074083,Office Area,3,87,19,75,24,-16
Compass HQ,2300 (CC1),6th Floor,ELEVATOR 1,LOC0074084,Elevator,5,97,1,95,4,4
Compass HQ,2300 (CC1),6th Floor,ELEVATOR 2,LOC0074067,Elevator,1,95,2,97,4,-1
Compass HQ,2300 (CC1),6th Floor,ELEVATOR 3,LOC0074082,Elevator,2,97,6,90,4,-4
Compass HQ,2300 (CC1),6th Floor,ELEVATOR 4,LOC0074056,Elevator,1,92,4,96,4,-3
Compass HQ,2300 (CC1),6th Floor,ELEVATOR LOBBY,LOC0074058,Lobby,13,96,24,82,24,-11
Compass HQ,2300 (CC1),6th Floor,STORAGE/PRINTER,LOC0074109,Storage,17,80,2,94,24,15
Compass HQ,2300 (CC1),7th Floor,7 FLR COFFEE BAR,LOC0074137,Cafeteria/Breakroom,30,95,8,96,24,22
Compass HQ,2300 (CC1),7th Floor,7 FLR STORAGE/PRINTER,LOC0074118,Storage,2,78,12,75,24,-10
Compass HQ,2300 (CC1),7th Floor,700 ELEVATOR LOBBY,LOC0074147,Lobby,7,84,8,75,24,-1
Compass HQ,2300 (CC1),7th Floor,702 ELECTRICAL ROOM,LOC0074156,Electrical/Voice/Data Room,16,86,12,98,24,4
Compass HQ,2300 (CC1),7th Floor,705 MEN'S RESTROOM,LOC0074123,Restroom,90,100,4,88,24,86
Compass HQ,2300 (CC1),7th Floor,705 WELLNESS ROOM,LOC0074134,Medical/Wellness,4,87,16,96,24,-12
Compass HQ,2300 (CC1),7th Floor,705 WOMEN'S RESTROOM,LOC0074151,Restroom,43,87,62,77,24,-19
Compass HQ,2300 (CC1),7th Floor,707 LAB,LOC0074150,Lab,15,92,15,91,24,0
Compass HQ,2300 (CC1),7th Floor,708 JANITOR'S CLOSET,LOC0074127,Janitor Room,9,79,23,95,24,-14
Compass HQ,2300 (CC1),7th Floor,709 IT CLOSET,LOC0074125,Electrical/Voice/Data Room,21,74,19,100,24,2
Compass HQ,2300 (CC1),7th Floor,711 COMMUNITY ROOM,LOC0074131,Cafeteria/Breakroom,30,84,16,83,24,14
Compass HQ,2300 (CC1),7th Floor,711A COMMUNITY ROOM,LOC0074159,Lounge/Open Gathering Area,19,92,18,94,24,1
Compass HQ,2300 (CC1),7th Floor,712 CONFERENCE ROOM,LOC0074164,Conference Room,4,87,4,95,4,0
Compass HQ,2300 (CC1),7th Floor,714 PHONE ROOM,LOC0074153,Small Conf/Phone/Collab/Enclave,3,67,4,86,8,-1
Compass HQ,2300 (CC1),7th Floor,715 OFFICE,LOC0074161,Office,4,99,3,95,24,1
Compass HQ,2300 (CC1),7th Floor,716 OFFICE,LOC0074162,Office,5,89,5,95,24,0
Compass HQ,2300 (CC1),7th Floor,717 SMALL CONFERENCE ROOM,LOC0074136,Small Conf/Phone/Collab/Enclave,4,89,4,93,8,0
Compass HQ,2300 (CC1),7th Floor,718 OFFICE,LOC0074135,Office,1,88,4,92,24,-3
Compass HQ,2300 (CC1),7th Floor,7180-7191 OPEN OFFICE,LOC0074163,Office Area,9,100,6,94,24,3
Compass HQ,2300 (CC1),7th Floor,719 OFFICE,LOC0074120,Office,3,99,3,95,24,0
Compass HQ,2300 (CC1),7th Floor,720 PHONE ROOM,LOC0074124,Small Conf/Phone/Collab/Enclave,2,98,1,87,8,1
Compass HQ,2300 (CC1),7th Floor,7200-7230 OPEN OFFICE,LOC0074139,Office Area,3,93,15,85,24,-12
Compass HQ,2300 (CC1),7th Floor,721 OFFICE,LOC0074133,Office,3,93,1,93,24,2
Compass HQ,2300 (CC1),7th Floor,722 OFFICE,LOC0074138,Office,3,99,5,97,24,-2
Compass HQ,2300 (CC1),7th Floor,723 OFFICE,LOC0074142,Office,5,92,4,93,24,1
Compass HQ,2300 (CC1),7th Floor,7236-7261 OPEN OFFICE,LOC0074144,Office Area,9,96,17,81,24,-8
Compass HQ,2300 (CC1),7th Floor,724 PHONE ROOM,LOC0074130,Small Conf/Phone/Collab/Enclave,1,92,1,85,8,0
Compass HQ,2300 (CC1),7th Floor,725 OFFICE,LOC0074157,Office,2,93,3,95,24,-1
Compass HQ,2300 (CC1),7th Floor,726 OFFICE,LOC0074128,Office,1,98,5,90,24,-4
Compass HQ,2300 (CC1),7th Floor,728 HUDDLE ROOM,LOC0074158,Small Conf/Phone/Collab/Enclave,2,100,4,83,8,-2
Compass HQ,2300 (CC1),7th Floor,729 CONFERENCE ROOM,LOC0074154,Conference Room,1,93,9,90,4,-8
Compass HQ,2300 (CC1),7th Floor,730 PHONE ROOM,LOC0074122,Small Conf/Phone/Collab/Enclave,1,89,3,96,8,-2
Compass HQ,2300 (CC1),7th Floor,7300-7404 OPEN OFFICE,LOC0074115,Office Area,24,86,7,83,24,17
Compass HQ,2300 (CC1),7th Floor,731 OFFICE,LOC0074148,Office,4,90,1,99,24,3
Compass HQ,2300 (CC1),7th Floor,732 OFFICE,LOC0074126,Office,1,98,5,99,24,-4
Compass HQ,2300 (CC1),7th Floor,733 OFFICE,LOC0074146,Office,2,86,3,93,24,-1
Compass HQ,2300 (CC1),7th Floor,734 HUDDLE ROOM,LOC0074116,Small Conf/Phone/Collab/Enclave,1,81,3,100,8,-2
Compass HQ,2300 (CC1),7th Floor,735 HUDDLE ROOM,LOC0074113,Small Conf/Phone/Collab/Enclave,3,100,3,100,8,0
Compass HQ,2300 (CC1),7th Floor,736 PHONE,LOC0074143,Small Conf/Phone/Collab/Enclave,1,73,1,84,8,0
Compass HQ,2300 (CC1),7th Floor,737 OFFICE,LOC0074111,Office,5,93,5,87,24,0
Compass HQ,2300 (CC1),7th Floor,738 OFFICE,LOC0074140,Office,4,91,4,100,24,0
Compass HQ,2300 (CC1),7th Floor,739 SMALL CONFERENCE ROOM,LOC0074112,Small Conf/Phone/Collab/Enclave,4,100,4,69,8,0
Compass HQ,2300 (CC1),7th Floor,740 OFFICE,LOC0074117,Office,3,85,1,90,24,2
Compass HQ,2300 (CC1),7th Floor,7406-7442 OPEN OFFICE,LOC0074160,Office Area,27,88,10,86,24,17
Compass HQ,2300 (CC1),7th Floor,741 OFFICE,LOC0074141,Office,5,98,2,86,24,3
Compass HQ,2300 (CC1),7th Floor,742 PHONE,LOC0074114,Small Conf/Phone/Collab/Enclave,2,73,1,96,8,1
Compass HQ,2300 (CC1),7th Floor,7444-7463 OPEN OFFICE,LOC0074132,Office Area,17,78,11,84,24,6
Compass HQ,2300 (CC1),7th Floor,ELEVATOR 1,LOC0074121,Elevator,1,97,4,90,4,-3
Compass HQ,2300 (CC1),7th Floor,ELEVATOR 2,LOC0074149,Elevator,6,92,5,91,4,1
Compass HQ,2300 (CC1),7th Floor,ELEVATOR 3,LOC0074152,Elevator,1,97,2,88,4,-1
Compass HQ,2300 (CC1),7th Floor,ELEVATOR 4,LOC0074119,Elevator,6,88,3,96,4,3
Compass HQ,2300 (CC1),7th Floor,FREIGHT ELEVATOR LOBBY,LOC0074129,Lobby,3,94,6,87,24,-3
Compass HQ,2300 (CC1),7th Floor,S1 STAIR 1,LOC0074155,Stairway,7,96,1,87,24,6
Compass HQ,2300 (CC1),7th Floor,S2 STAIR 2,LOC0074145,Stairway,3,96,13,84,24,-10
Compass HQ,2300 (CC1),Grounds,Grounds,LOC0073798,Grounds,21,78,20,95,24,1
Compass HQ,2300 (CC1),Roof,Roof,LOC0073797,Roof,17,78,16,81,24,1
Compass HQ,2400 (CC2),1st Floor,100 ELEVATOR LOBBY,LOC0074261,Lobby,1,73,10,81,24,-9
Compass HQ,2400 (CC2),1st Floor,100 MAIL ROOM,LOC0074230,Mailroom,21,94,4,89,24,17
Compass HQ,2400 (CC2),1st Floor,100 MAIN LOBBY ENTRANCE,LOC0074272,Lobby,25,94,25,86,24,0
Compass HQ,2400 (CC2),1st Floor,100 SECURITY,LOC0074241,Reception/Security Desk,29,87,30,75,24,-1
Compass HQ,2400 (CC2),1st Floor,101 CONFEFRENCE ROOM,LOC0074251,Conference Room,10,87,4,97,4,6
Compass HQ,2400 (CC2),1st Floor,102 STORAGE,LOC0074239,Storage,18,99,30,75,24,-12
Compass HQ,2400 (CC2),1st Floor,103 MECHANICAL ROOM,LOC0074265,Mechanical,14,92,17,99,24,-3
Compass HQ,2400 (CC2),1st Floor,103 STORAGE,LOC0074226,Storage,11,80,4,76,24,7
Compass HQ,2400 (CC2),1st Floor,104 STORAGE,LOC0074270,Storage,15,77,27,87,24,-12
Compass HQ,2400 (CC2),1st Floor,106 PREP AREA,LOC0074243,Kitchen,24,97,13,97,24,11
Compass HQ,2400 (CC2),1st Floor,107 FIRE PUMP ROOM,LOC0074235,Mechanical,11,91,10,89,24,1
