campus,building,floor,location,location_number,space_type,last_people_traffic,last_inspection_score,prev_people_traffic,prev_inspection_score,time_between_cleaning,people_traffic_diff
Compass HQ,2400 (CC2),4th Floor,412 PATIO,LOC0074421,Cafeteria/Breakroom,17,75,10,92,24,7
Compass HQ,2400 (CC2),4th Floor,413 OFFICE,LOC0074460,Office,1,86,1,86,24,0
Compass HQ,2400 (CC2),4th Floor,414 OFFICE,LOC0074431,Office,1,96,4,96,24,-3
Compass HQ,2400 (CC2),4th Floor,415 OFFICE,LOC0074426,Office,2,92,1,97,24,1
Compass HQ,2400 (CC2),4th Floor,416 MEET,LOC0074457,Small Conf/Phone/Collab/Enclave,4,91,2,98,8,2
Compass HQ,2400 (CC2),4th Floor,417 OFFICE,LOC0074430,Office,4,92,4,87,24,0
Compass HQ,2400 (CC2),4th Floor,418 OFFICE,LOC0074443,Office,1,85,5,99,24,-4
Compass HQ,2400 (CC2),4th Floor,419 HUDDLE,LOC0074432,Small Conf/Phone/Collab/Enclave,4,68,3,88,8,1
Compass HQ,2400 (CC2),4th Floor,420 WORK BAR,LOC0074458,Office Area,6,82,25,92,24,-19
Compass HQ,2400 (CC2),4th Floor,421 PRINT,LOC0074422,Printer/Copier Area,27,97,25,98,24,2
Compass HQ,2400 (CC2),4th Floor,422 OFFICE,LOC0074453,Office,2,90,3,85,24,-1
Compass HQ,2400 (CC2),4th Floor,423 PHONE,LOC0074423,Small Conf/Phone/Collab/Enclave,3,94,1,73,8,2
Compass HQ,2400 (CC2),4th Floor,424 PHONE,LOC0074447,Small Conf/Phone/Collab/Enclave,4,78,4,91,8,0
Compass HQ,2400 (CC2),4th Floor,425 CONFERENCE ROOM,LOC0074452,Conference Room,8,96,2,100,4,6
Compass HQ,2400 (CC2),4th Floor,426 PRINT,LOC0074451,Printer/Copier Area,26,72,6,89,24,20
Compass HQ,2400 (CC2),4th Floor,427 HUDDLE,LOC0074466,Small Conf/Phone/Collab/Enclave,3,72,4,70,8,-1
Compass HQ,2400 (CC2),4th Floor,428 OFFICE,LOC0074437,Office,3,94,1,100,24,2
Compass HQ,2400 (CC2),4th Floor,429 OFFICE,LOC0074456,Office,2,87,5,93,24,-3
Compass HQ,2400 (CC2),4th Floor,430 PRINT,LOC0074446,Printer/Copier Area,25,96,19,81,24,6
Compass HQ,2400 (CC2),4th Floor,431 OFFICE,LOC0074416,Office,5,90,2,91,24,3
Compass HQ,2400 (CC2),4th Floor,432 OFFICE,LOC0074425,Office,4,97,5,88,24,-1
Compass HQ,2400 (CC2),4th Floor,433 CONFERENCE ROOM,LOC0074439,Small Conf/Phone/Collab/Enclave,3,91,1,76,8,2
Compass HQ,2400 (CC2),4th Floor,433 HUDDLE,LOC0074435,Small Conf/Phone/Collab/Enclave,3,75,3,77,8,0
Compass HQ,2400 (CC2),4th Floor,434 PHONE,LOC0074438,Small Conf/Phone/Collab/Enclave,3,75,2,86,8,1
Compass HQ,2400 (CC2),4th Floor,435 HUDDLE,LOC0074465,Small Conf/Phone/Collab/Enclave,4,71,4,75,8,0
Compass HQ,2400 (CC2),4th Floor,436 HUDDLE,LOC0117902,Small Conf/Phone/Collab/Enclave,4,70,2,83,8,2
Compass HQ,2400 (CC2),4th Floor,437 WELLNESS,LOC0074468,Medical/Wellness,27,90,3,82,24,24
Compass HQ,2400 (CC2),4th Floor,438 WORK BAR,LOC0074445,Office Area,26,89,12,82,24,14
Compass HQ,2400 (CC2),4th Floor,439 OFFICE,LOC0074434,Office,4,86,4,95,24,0
Compass HQ,2400 (CC2),4th Floor,440 OFFICE,LOC0074463,Office,3,89,1,94,24,2
Compass HQ,2400 (CC2),4th Floor,441 OFFICE,LOC0074442,Office,4,93,5,97,24,-1
Compass HQ,2400 (CC2),4th Floor,442 MEET,LOC0074414,Small Conf/Phone/Collab/Enclave,2,98,2,98,8,0
Compass HQ,2400 (CC2),4th Floor,443 OFFICE,LOC0074462,Office,3,97,2,93,24,1
Compass HQ,2400 (CC2),4th Floor,444 OFFICE,LOC0074433,Office,4,86,2,96,24,2
Compass HQ,2400 (CC2),4th Floor,445 OFFICE,LOC0074461,Office,4,100,3,90,24,1
Compass HQ,2400 (CC2),4th Floor,4500-4519 OPEN OFFICE,LOC0074455,Office Area,25,97,12,92,24,13
Compass HQ,2400 (CC2),4th Floor,4520-4531 OPEN OFFICE,LOC0074427,Office Area,10,92,21,91,24,-11
Compass HQ,2400 (CC2),4th Floor,4532-4555 OPEN OFFICE,LOC0074429,Office Area,30,96,25,83,24,5
Compass HQ,2400 (CC2),4th Floor,4556-4562 OPEN OFFICE,LOC0074420,Office Area,16,98,28,89,24,-12
Compass HQ,2400 (CC2),4th Floor,4563-4604 OPEN OFFICE,LOC0074459,Office Area,26,84,25,76,24,1
Compass HQ,2400 (CC2),4th Floor,4613-4636 OPEN OFFICE,LOC0074418,Office Area,30,94,22,85,24,8
Compass HQ,2400 (CC2),4th Floor,4637-4648 OPEN OFFICE,LOC0074448,Office Area,2,90,23,94,24,-21
Compass HQ,2400 (CC2),4th Floor,4649-4669 OPEN OFFICE,LOC0074436,Office Area,19,91,22,75,24,-3
Compass HQ,2400 (CC2),4th Floor,4TH FLOOR CORRIDOR,LOC0074454,Hallway,16,89,27,75,24,-11
Compass HQ,2400 (CC2),4th Floor,ELEVATOR 1,LOC0074415,Elevator,3,88,1,89,4,2
Compass HQ,2400 (CC2),4th Floor,ELEVATOR 2,LOC0074444,Elevator,1,92,1,91,4,0
Compass HQ,2400 (CC2),4th Floor,ELEVATOR 3,LOC0074412,Elevator,4,94,5,99,4,-1
Compass HQ,2400 (CC2),5th Floor,410 ELEVATOR LOBBY,LOC0074526,Lobby,3,80,27,76,24,-24
Compass HQ,2400 (CC2),5th Floor,4649-4669 OPEN OFFICE,LOC0074485,Office Area,21,93,25,100,24,-4
Compass HQ,2400 (CC2),5th Floor,500 STAIRS,LOC0074530,Stairway,28,73,30,96,24,-2
Compass HQ,2400 (CC2),5th Floor,501 MECHANICAL ROOM,LOC0074480,Mechanical,29,88,1,88,24,28
Compass HQ,2400 (CC2),5th Floor,503 ELECTRICAL ROOM,LOC0074510,Electrical/Voice/Data Room,13,88,5,75,24,8
Compass HQ,2400 (CC2),5th Floor,504 JANITOR CLOSET,LOC0074479,Janitor Room,30,100,29,82,24,1
Compass HQ,2400 (CC2),5th Floor,505 WOMEN'S RESTROOM,LOC0074473,Restroom,96,100,100,96,24,-4
Compass HQ,2400 (CC2),5th Floor,506 MEN'S RESTROOM,LOC0074508,Restroom,62,89,12,91,24,50
Compass HQ,2400 (CC2),5th Floor,507 TELECOMM,LOC0074506,Electrical/Voice/Data Room,7,85,6,79,24,1
Compass HQ,2400 (CC2),5th Floor,508 STAIR,LOC0074524,Stairway,24,85,21,81,24,3
Compass HQ,2400 (CC2),5th Floor,509 STORAGE,LOC0074514,Storage,20,79,6,79,24,14
Compass HQ,2400 (CC2),5th Floor,5-1 THRU 5-8 WORKSTATIONS,LOC0074521,Office Area,1,100,22,99,24,-21
Compass HQ,2400 (CC2),5th Floor,510 ELEVATOR LOBBY,LOC0078224,Lobby,17,89,8,97,24,9
Compass HQ,2400 (CC2),5th Floor,511 CAFE,LOC0074520,Cafeteria/Breakroom,6,83,16,90,24,-10
Compass HQ,2400 (CC2),5th Floor,512 PATIO,LOC0074491,Cafeteria/Breakroom,18,93,11,78,24,7
Compass HQ,2400 (CC2),5th Floor,512 WORK BAR,LOC0074501,Office Area,2,82,25,77,24,-23
Compass HQ,2400 (CC2),5th Floor,513 CONFERENCE ROOM,LOC0074516,Conference Room,5,91,3,92,4,2
Compass HQ,2400 (CC2),5th Floor,514 OFFICE,LOC0074484,Office,2,90,5,87,24,-3
Compass HQ,2400 (CC2),5th Floor,515 PHONE ROOM,LOC0074482,Small Conf/Phone/Collab/Enclave,4,73,2,69,8,2
Compass HQ,2400 (CC2),5th Floor,516 CONFERENCE ROOM,LOC0074483,Conference Room,3,95,9,96,4,-6
Compass HQ,2400 (CC2),5th Floor,517 PHONE ROOM,LOC0074515,Small Conf/Phone/Collab/Enclave,1,77,2,83,8,-1
Compass HQ,2400 (CC2),5th Floor,518 OFFICE,LOC0074517,Office,2,92,2,94,24,0
Compass HQ,2400 (CC2),5th Floor,521 HUDDLE,LOC0074471,Small Conf/Phone/Collab/Enclave,2,91,3,88,8,-1
Compass HQ,2400 (CC2),5th Floor,521 OFFICE,LOC0074476,Office,4,98,1,95,24,3
Compass HQ,2400 (CC2),5th Floor,522 WELLNESS,LOC0074502,Medical/Wellness,7,85,20,97,24,-13
Compass HQ,2400 (CC2),5th Floor,523 PHONE,LOC0074500,Small Conf/Phone/Collab/Enclave,1,83,2,75,8,-1
Compass HQ,2400 (CC2),5th Floor,524 OFFICE,LOC0074522,Office,4,96,1,88,24,3
Compass HQ,2400 (CC2),5th Floor,525 OFFICE,LOC0074489,Office,3,91,2,97,24,1
Compass HQ,2400 (CC2),5th Floor,526 OFFICE,LOC0074490,Office,5,95,1,89,24,4
Compass HQ,2400 (CC2),5th Floor,527 PRINTER/COPIER AREA,LOC0074488,Printer/Copier Area,23,99,16,81,24,7
Compass HQ,2400 (CC2),5th Floor,528 OFFICE,LOC0074523,Office,2,86,3,89,24,-1
Compass HQ,2400 (CC2),5th Floor,529 OFFICE,LOC0074486,Office,4,86,3,99,24,1
Compass HQ,2400 (CC2),5th Floor,530 OFFICE,LOC0074469,Office,5,92,3,100,24,2
Compass HQ,2400 (CC2),5th Floor,531 CONFERENCE ROOM,LOC0074481,Small Conf/Phone/Collab/Enclave,4,100,2,82,8,2
Compass HQ,2400 (CC2),5th Floor,532 OFFICE,LOC0074511,Office,2,85,4,89,24,-2
Compass HQ,2400 (CC2),5th Floor,533 OFFICE,LOC0074478,Office,1,91,4,96,24,-3
Compass HQ,2400 (CC2),5th Floor,534 CONFERENCE ROOM,LOC0074472,Conference Room,3,88,10,94,4,-7
Compass HQ,2400 (CC2),5th Floor,535 OFFICE,LOC0074507,Office,1,89,4,88,24,-3
Compass HQ,2400 (CC2),5th Floor,536 OFFICE,LOC0074513,Office,1,95,1,91,24,0
Compass HQ,2400 (CC2),5th Floor,537 OFFICE,LOC0074509,Office,1,88,1,89,24,0
Compass HQ,2400 (CC2),5th Floor,538 HUDDLE ROOM,LOC0074493,Small Conf/Phone/Collab/Enclave,3,70,4,87,8,-1
Compass HQ,2400 (CC2),5th Floor,539 HUDDLE,LOC0074525,Small Conf/Phone/Collab/Enclave,4,86,4,65,8,0
Compass HQ,2400 (CC2),5th Floor,540 OFFICE,LOC0074495,Office,5,93,5,85,24,0
Compass HQ,2400 (CC2),5th Floor,541 HUDDLE ROOM,LOC0074527,Small Conf/Phone/Collab/Enclave,3,94,1,87,8,2
Compass HQ,2400 (CC2),5th Floor,541 WORK BAR,LOC0074474,Office Area,11,86,24,95,24,-13
Compass HQ,2400 (CC2),5th Floor,542 OFFICE,LOC0074529,Office,4,93,2,89,24,2
Compass HQ,2400 (CC2),5th Floor,543 OFFICE,LOC0074528,Office,5,94,1,96,24,4
Compass HQ,2400 (CC2),5th Floor,544 OFFICE,LOC0074487,Office,2,93,2,90,24,0
Compass HQ,2400 (CC2),5th Floor,545 WELLNESS,LOC0074518,Medical/Wellness,17,80,25,91,24,-8
Compass HQ,2400 (CC2),5th Floor,546 OFFICE,LOC0074519,Office,4,91,3,91,24,1
Compass HQ,2400 (CC2),5th Floor,547 HUDDLE ROOM,LOC0074496,Office,3,98,1,100,24,2
Compass HQ,2400 (CC2),5th Floor,548 HUDDLE ROOM,LOC0074497,Small Conf/Phone/Collab/Enclave,2,84,2,93,8,0
Compass HQ,2400 (CC2),5th Floor,5500-5519 OPEN OFFICE,LOC0074512,Office Area,28,79,22,79,24,6
Compass HQ,2400 (CC2),5th Floor,5520-5531 OPEN OFFICE,LOC0074470,Office Area,13,84,22,99,24,-9
Compass HQ,2400 (CC2),5th Floor,5532-5555 OPEN OFFICE,LOC0074499,Office Area,8,82,8,94,24,0
Compass HQ,2400 (CC2),5th Floor,5600-5649 OPEN OFFICE,LOC0074492,Office Area,15,93,20,95,24,-5
Compass HQ,2400 (CC2),5th Floor,5688-5693 OPEN OFFICE,LOC0074503,Office Area,30,87,24,83,24,6
Compass HQ,2400 (CC2),5th Floor,5694-5705 OPEN OFFICE,LOC0074504,Office Area,15,89,23,94,24,-8
Compass HQ,2400 (CC2),5th Floor,5706-5725 OPEN OFFICE,LOC0078223,Office Area,29,92,16,86,24,13
Compass HQ,2400 (CC2),5th Floor,ELEVATOR 1,LOC0074475,Elevator,2,91,2,88,4,0
Compass HQ,2400 (CC2),5th Floor,ELEVATOR 2,LOC0074505,Elevator,5,98,6,93,4,-1
Compass HQ,2400 (CC2),5th Floor,ELEVATOR 3,LOC0074477,Elevator,3,89,3,95,4,0
Compass HQ,2400 (CC2),5th Floor,HALLWAY- CENTRAL,LOC0074494,Hallway,4,81,12,74,24,-8
Compass HQ,2400 (CC2),5th Floor,STAIRS,LOC0074498,Stairway,24,92,12,76,24,12
Compass HQ,2400 (CC2),6th Floor,600 STAIRS,LOC0074593,Stairway,30,97,28,83,24,2
Compass HQ,2400 (CC2),6th Floor,601 MECHANICAL ROOM,LOC0074565,Mechanical,9,73,30,74,24,-21
Compass HQ,2400 (CC2),6th Floor,603 ELECTRICAL ROOM,LOC0074602,Electrical/Voice/Data Room,9,81,11,84,24,-2
Compass HQ,2400 (CC2),6th Floor,604 JANITOR'S CLOSET,LOC0074554,Janitor Room,8,87,5,97,24,3
Compass HQ,2400 (CC2),6th Floor,605 WOMEN'S RESTROOM (CC2),LOC0074560,Restroom,66,86,66,85,24,0
Compass HQ,2400 (CC2),6th Floor,606 MEN'S RESTROOM,LOC0074600,Restroom,62,92,89,100,24,-27
Compass HQ,2400 (CC2),6th Floor,607 TELCOMM,LOC0074599,Electrical/Voice/Data Room,10,84,28,98,24,-18
Compass HQ,2400 (CC2),6th Floor,608 STAIRS,LOC0074607,Stairway,15,98,11,75,24,4
Compass HQ,2400 (CC2),6th Floor,609 STORAGE,LOC0074584,Storage,15,89,11,99,24,4
Compass HQ,2400 (CC2),6th Floor,610 ELEVATOR LOBBY,LOC0074601,Lobby,9,87,24,73,24,-15
Compass HQ,2400 (CC2),6th Floor,611 BREAKROOM AREA,LOC0074595,Cafeteria/Breakroom,24,89,10,96,24,14
Compass HQ,2400 (CC2),6th Floor,611 OFFICE,LOC0074589,Office,1,95,1,99,24,0
Compass HQ,2400 (CC2),6th Floor,612 OFFICE,LOC0074550,Office,2,89,2,87,24,0
Compass HQ,2400 (CC2),6th Floor,614 OFFICE,LOC0074552,Office,4,86,1,89,24,3
Compass HQ,2400 (CC2),6th Floor,615 OFFICE,LOC0074551,Office,5,89,3,86,24,2
Compass HQ,2400 (CC2),6th Floor,616 OFFICE,LOC0074555,Office,4,93,2,100,24,2
Compass HQ,2400 (CC2),6th Floor,617 OFFICE,LOC0074592,Office,3,94,3,91,24,0
Compass HQ,2400 (CC2),6th Floor,618 OFFICE,LOC0074559,Office,2,98,4,93,24,-2
Compass HQ,2400 (CC2),6th Floor,619 OFFICE,LOC0074576,Office,4,93,4,88,24,0
Compass HQ,2400 (CC2),6th Floor,620 OFFICE,LOC0074605,Office,1,87,4,91,24,-3
Compass HQ,2400 (CC2),6th Floor,6200-6226 OPEN OFFICE,LOC0074594,Office Area,1,75,4,80,24,-3
Compass HQ,2400 (CC2),6th Floor,621 OFFICE,LOC0074563,Office,2,90,3,91,24,-1
Compass HQ,2400 (CC2),6th Floor,622 OFFICE,LOC0074561,Office,1,86,2,86,24,-1
Compass HQ,2400 (CC2),6th Floor,6225 & 6227 OFFICE SPACE,LOC0074566,Office Area,18,86,4,99,24,14
Compass HQ,2400 (CC2),6th Floor,6228-6235 OFFICE SPACE,LOC0074564,Office Area,8,95,1,90,24,7
Compass HQ,2400 (CC2),6th Floor,623 OFFICE,LOC0074603,Office,5,95,5,95,24,0
Compass HQ,2400 (CC2),6th Floor,6233 & 6235 OFFICE SPACE,LOC0074609,Office Area,4,75,25,89,24,-21
Compass HQ,2400 (CC2),6th Floor,6236-6247 OPEN OFFICE,LOC0074547,Office Area,14,81,8,85,24,6
Compass HQ,2400 (CC2),6th Floor,624 PRINT/COPY,LOC0074606,Printer/Copier Area,9,81,2,79,24,7
Compass HQ,2400 (CC2),6th Floor,625 CONFERENCE,LOC0074548,Small Conf/Phone/Collab/Enclave,4,82,4,87,8,0
Compass HQ,2400 (CC2),6th Floor,626 STORAGE,LOC0074610,Storage,26,91,28,95,24,-2
Compass HQ,2400 (CC2),6th Floor,627 OFFICE,LOC0074568,Office,1,92,5,88,24,-4
Compass HQ,2400 (CC2),6th Floor,628 OFFICE,LOC0074608,Office,3,91,2,88,24,1
Compass HQ,2400 (CC2),6th Floor,629 OFFICE,LOC0074544,Office,4,90,4,100,24,0
Compass HQ,2400 (CC2),6th Floor,630 OFFICE,LOC0074580,Office,3,99,5,100,24,-2
Compass HQ,2400 (CC2),6th Floor,6300-6301 OFFICE HALLWAY,LOC0074546,Hallway,12,98,4,81,24,8
Compass HQ,2400 (CC2),6th Floor,6300-6301 OPEN OFFICE,LOC0074535,Office Area,20,98,30,96,24,-10
Compass HQ,2400 (CC2),6th Floor,6302-6303 OFFICE SPACE,LOC0074556,Office Area,7,84,21,83,24,-14
Compass HQ,2400 (CC2),6th Floor,631 OFFICE,LOC0074543,Office,5,87,2,97,24,3
Compass HQ,2400 (CC2),6th Floor,632 OFFICE,LOC0074545,Office,3,85,4,100,24,-1
Compass HQ,2400 (CC2),6th Floor,633 OFFICE,LOC0074582,Office,2,100,2,100,24,0
Compass HQ,2400 (CC2),6th Floor,634 OFFICE,LOC0074541,Office,5,91,3,87,24,2
Compass HQ,2400 (CC2),6th Floor,635 STORAGE,LOC0074581,Storage,25,98,1,84,24,24
Compass HQ,2400 (CC2),6th Floor,636 HUDDLE ROOM,LOC0074578,Small Conf/Phone/Collab/Enclave,1,73,3,81,8,-2
Compass HQ,2400 (CC2),6th Floor,637 KITCHEN,LOC0074585,Kitchen,6,97,7,79,24,-1
Compass HQ,2400 (CC2),6th Floor,638 STORAGE,LOC0074549,Storage,22,83,29,94,24,-7
Compass HQ,2400 (CC2),6th Floor,639 BOARDROOM,LOC0074591,Conference Room,9,85,1,87,4,8
Compass HQ,2400 (CC2),6th Floor,640 SECURITY,LOC0074597,Reception/Security Desk,15,72,19,95,24,-4
Compass HQ,2400 (CC2),6th Floor,6400-6426 OPEN OFFICE,LOC0074590,Office Area,23,97,19,100,24,4
Compass HQ,2400 (CC2),6th Floor,641 EXECUTIVE GUEST WAITING AREA,LOC0074553,Lobby,16,73,23,84,24,-7
Compass HQ,2400 (CC2),6th Floor,642 CONFERENCE ROOM,LOC0074539,Conference Room,10,90,5,85,4,5
Compass HQ,2400 (CC2),6th Floor,643 OFFICE,LOC0074542,Office,4,98,1,95,24,3
Compass HQ,2400 (CC2),6th Floor,644 OFFICE,LOC0074579,Office,3,95,1,88,24,2
Compass HQ,2400 (CC2),6th Floor,645 OFFICE,LOC0074538,Office,3,99,2,99,24,1
Compass HQ,2400 (CC2),6th Floor,646 OFFICE,LOC0074540,Office,1,92,2,97,24,-1
Compass HQ,2400 (CC2),6th Floor,647 EXECUTIVE LOUNGE,LOC0074571,Private Lounge,19,84,8,78,24,11
Compass HQ,2400 (CC2),6th Floor,648 STORAGE,LOC0074586,Storage,6,77,17,81,24,-11
Compass HQ,2400 (CC2),6th Floor,649 HUDDLE ROOM,LOC0074574,Small Conf/Phone/Collab/Enclave,2,75,3,97,8,-1
Compass HQ,2400 (CC2),6th Floor,650 HR LIBRARY,LOC0074537,Storage,25,93,29,83,24,-4
Compass HQ,2400 (CC2),6th Floor,651 FOCUS ROOM,LOC0074570,Small Conf/Phone/Collab/Enclave,2,98,2,98,8,0
Compass HQ,2400 (CC2),6th Floor,652 PHONE ROOM,LOC0074533,Small Conf/Phone/Collab/Enclave,2,70,1,75,8,1
Compass HQ,2400 (CC2),6th Floor,653 COPIER/PRINTER AREA,LOC0074572,Printer/Copier Area,17,75,15,89,24,2
Compass HQ,2400 (CC2),6th Floor,654 OFFICE,LOC0074573,Office,5,85,1,93,24,4
Compass HQ,2400 (CC2),6th Floor,655 OFFICE,LOC0074534,Office,3,94,3,89,24,0
Compass HQ,2400 (CC2),6th Floor,656 OFFICE,LOC0074587,Office,3,94,3,94,24,0
Compass HQ,2400 (CC2),6th Floor,657 OFFICE,LOC0074536,Office,5,92,5,91,24,0
Compass HQ,2400 (CC2),6th Floor,658 OFFICE,LOC0074575,Office,1,97,2,96,24,-1
Compass HQ,2400 (CC2),6th Floor,659 OFFICE,LOC0074532,Office,1,98,1,85,24,0
Compass HQ,2400 (CC2),6th Floor,660 OFFICE,LOC0074569,Office,3,97,1,96,24,2
Compass HQ,2400 (CC2),6th Floor,661 OFFICE,LOC0074588,Office,3,93,4,87,24,-1
Compass HQ,2400 (CC2),6th Floor,662 OFFICE,LOC0074598,Office,4,93,1,90,24,3
Compass HQ,2400 (CC2),6th Floor,663 OFFICE,LOC0074557,Office,2,99,5,97,24,-3
Compass HQ,2400 (CC2),6th Floor,664 OFFICE,LOC0074577,Office,4,85,2,90,24,2
Compass HQ,2400 (CC2),6th Floor,ELEVATOR 1,LOC0074562,Elevator,4,97,2,88,4,2
Compass HQ,2400 (CC2),6th Floor,ELEVATOR 2,LOC0074604,Elevator,6,89,3,92,4,3
Compass HQ,2400 (CC2),6th Floor,ELEVATOR 3,LOC0074558,Elevator,6,90,3,96,4,3
Compass HQ,2400 (CC2),6th Floor,HALLWAY- CENTRAL,LOC0074596,Hallway,24,81,26,90,24,-2
Compass HQ,2400 (CC2),6th Floor,HALLWAY-NORTH,LOC0074567,Hallway,21,88,13,94,24,8
Compass HQ,2400 (CC2),6th Floor,HALLWAY-SOUTH,LOC0074583,Hallway,29,80,7,92,24,22
Compass HQ,2400 (CC2),Grounds,Grounds,LOC0073800,Grounds,30,74,28,97,24,2
Compass HQ,2400 (CC2),Roof,Roof,LOC0073799,Roof,8,89,5,82,24,3
Compass HQ,Parking Garage,Garage,1st Floor,LOC0077510,Parking Area,6,86,16,98,24,-10
Compass HQ,Parking Garage,Garage,2nd Floor,LOC0077511,Parking Area,21,93,19,75,24,2
Compass HQ,Parking Garage,Garage,3rd Floor,LOC0077512,Parking Area,21,91,12,82,24,9
Compass HQ,Parking Garage,Garage,Grounds,LOC0077524,Grounds,28,88,1,98,24,27
